audio1,audio2,true_label,predicted_label,similarity
D4_921.wav,D4_929.wav,1,1,0.8217
D32_874.wav,D8_901.wav,0,0,0.1309
D21_931.wav,D12_788.wav,0,0,0.3353
D4_870.wav,D4_981.wav,1,1,0.7645
D13_970.wav,D7_885.wav,0,0,0.1337
D21_979.wav,D11_958.wav,0,0,0.1653
D11_848.wav,D7_937.wav,0,0,0.0832
D4_854.wav,D4_948.wav,1,1,0.8610
D4_982.wav,D12_957.wav,0,0,0.0087
D11_835.wav,D31_985.wav,0,0,0.2299
D8_979.wav,D13_778.wav,0,0,0.0784
D31_806.wav,D31_915.wav,1,1,0.7170
D6_954.wav,D32_922.wav,0,0,0.1052
D11_808.wav,D13_955.wav,0,0,0.3601
D4_769.wav,D4_825.wav,1,1,0.8436
D31_962.wav,D31_918.wav,1,1,0.7892
D11_982.wav,D13_897.wav,0,0,0.0351
D4_823.wav,D7_974.wav,0,0,0.2873
D12_888.wav,D32_968.wav,0,0,0.0327
D12_986.wav,D31_958.wav,0,0,0.1772
D13_766.wav,D13_856.wav,1,1,0.8570
D7_760.wav,D6_750.wav,0,0,0.3083
D21_815.wav,D8_957.wav,0,0,0.0990
D11_880.wav,D11_905.wav,1,1,0.7621
D8_750.wav,D8_940.wav,1,1,0.6685
D6_977.wav,D8_770.wav,0,0,0.2867
D7_776.wav,D21_833.wav,0,0,0.3896
D13_840.wav,D13_826.wav,1,1,0.7945
D13_799.wav,D21_886.wav,0,0,0.2788
D13_911.wav,D6_831.wav,0,0,0.0819
D31_867.wav,D31_815.wav,1,1,0.7950
D32_879.wav,D32_804.wav,1,1,0.8129
D32_981.wav,D32_770.wav,1,1,0.6910
D32_882.wav,D7_950.wav,0,0,0.2208
D21_865.wav,D21_926.wav,1,1,0.8201
D32_767.wav,D32_773.wav,1,1,0.8115
D12_938.wav,D21_977.wav,0,0,0.2043
D21_916.wav,D6_787.wav,0,0,0.2272
D11_970.wav,D21_756.wav,0,0,0.0885
D13_938.wav,D32_875.wav,0,0,0.2365
D6_807.wav,D12_934.wav,0,0,0.3011
D21_807.wav,D21_965.wav,1,1,0.8482
D7_911.wav,D7_756.wav,1,1,0.7108
D7_967.wav,D11_874.wav,0,0,0.1467
D11_908.wav,D7_814.wav,0,0,0.0821
D21_911.wav,D21_925.wav,1,1,0.8762
D8_886.wav,D4_879.wav,0,0,0.1664
D31_980.wav,D31_955.wav,1,1,0.7404
D8_765.wav,D31_911.wav,0,0,0.1446
D12_869.wav,D12_911.wav,1,1,0.7772
D7_974.wav,D32_855.wav,0,0,0.1457
D11_788.wav,D12_968.wav,0,0,0.1912
D31_924.wav,D12_884.wav,0,0,0.1499
D7_817.wav,D7_997.wav,1,1,0.7459
D4_857.wav,D7_997.wav,0,0,0.2947
D8_945.wav,D7_998.wav,0,0,0.2679
D8_945.wav,D6_774.wav,0,0,0.3238
D4_971.wav,D21_903.wav,0,0,0.2177
D4_781.wav,D6_895.wav,0,0,0.2740
D4_957.wav,D4_950.wav,1,1,0.8101
D6_766.wav,D21_817.wav,0,0,0.1830
D32_885.wav,D32_880.wav,1,1,0.8164
D7_750.wav,D11_931.wav,0,0,0.3229
D8_949.wav,D4_790.wav,0,0,0.2849
D21_939.wav,D21_775.wav,1,1,0.8028
D7_980.wav,D7_935.wav,1,1,0.8104
D7_978.wav,D7_881.wav,1,1,0.8104
D4_778.wav,D4_948.wav,1,1,0.8299
D7_872.wav,D4_957.wav,0,0,0.4683
D32_946.wav,D7_908.wav,0,0,0.2314
D31_991.wav,D31_873.wav,1,1,0.7555
D11_840.wav,D32_975.wav,0,0,0.1781
D11_814.wav,D31_823.wav,0,0,0.0947
D31_843.wav,D31_885.wav,1,1,0.8086
D12_964.wav,D6_931.wav,0,0,0.3755
D31_817.wav,D31_836.wav,1,1,0.8416
D32_789.wav,D32_918.wav,1,1,0.8181
D6_783.wav,D6_906.wav,1,1,0.8417
D21_806.wav,D7_950.wav,0,0,0.2527
D13_818.wav,D12_847.wav,0,0,0.1552
D4_965.wav,D32_911.wav,0,0,0.2178
D7_773.wav,D7_991.wav,1,1,0.7568
D12_952.wav,D12_868.wav,1,1,0.8650
D21_871.wav,D21_930.wav,1,1,0.7578
D32_779.wav,D32_945.wav,1,1,0.7587
D31_899.wav,D31_786.wav,1,1,0.7291
D7_809.wav,D7_886.wav,1,1,0.7349
D6_851.wav,D12_864.wav,0,0,0.3567
D11_952.wav,D31_802.wav,0,0,0.1716
D32_777.wav,D8_773.wav,0,0,0.1034
D32_865.wav,D31_956.wav,0,0,0.3422
D11_776.wav,D13_856.wav,0,0,0.2505
D31_821.wav,D31_758.wav,1,1,0.7932
D12_792.wav,D8_820.wav,0,0,0.1642
D11_846.wav,D11_863.wav,1,1,0.7999
D7_839.wav,D7_893.wav,1,1,0.7783
D32_805.wav,D32_860.wav,1,1,0.8638
D31_814.wav,D31_866.wav,1,1,0.7746
D13_907.wav,D11_909.wav,0,0,0.1696
D7_998.wav,D4_943.wav,0,0,0.3259
D11_988.wav,D11_843.wav,1,1,0.6075
D11_834.wav,D11_966.wav,1,1,0.5744
D8_964.wav,D6_868.wav,0,0,0.3365
D7_780.wav,D13_993.wav,0,0,0.3423
D6_772.wav,D6_957.wav,1,1,0.7894
D8_977.wav,D8_930.wav,1,1,0.7283
D11_925.wav,D11_977.wav,1,1,0.6597
D31_825.wav,D31_941.wav,1,1,0.7502
D8_805.wav,D8_898.wav,1,1,0.7152
D7_840.wav,D12_859.wav,0,0,0.0230
D13_890.wav,D32_752.wav,0,0,0.1127
D6_913.wav,D6_900.wav,1,1,0.8512
D4_907.wav,D4_840.wav,1,1,0.7442
D8_897.wav,D13_848.wav,0,0,0.1532
D21_838.wav,D6_862.wav,0,0,0.2220
D6_956.wav,D8_796.wav,0,0,0.2698
D12_916.wav,D13_956.wav,0,0,0.1056
D4_835.wav,D4_784.wav,1,1,0.8937
D7_941.wav,D4_777.wav,0,0,0.4193
D32_939.wav,D32_857.wav,1,1,0.8050
D11_812.wav,D11_975.wav,1,1,0.5518
D6_837.wav,D6_905.wav,1,1,0.8624
D4_832.wav,D21_813.wav,0,0,0.1796
D8_930.wav,D8_802.wav,1,1,0.6059
D21_778.wav,D4_944.wav,0,0,0.0922
D4_774.wav,D4_892.wav,1,1,0.8506
D32_818.wav,D32_757.wav,1,1,0.7286
D32_910.wav,D8_827.wav,0,0,0.2252
D4_762.wav,D4_811.wav,1,1,0.8767
D7_930.wav,D7_875.wav,1,1,0.6876
D21_865.wav,D32_962.wav,0,0,0.1551
D8_938.wav,D13_937.wav,0,0,0.1489
D12_981.wav,D11_793.wav,0,0,0.4035
D7_852.wav,D7_763.wav,1,1,0.7792
D11_802.wav,D31_952.wav,0,0,0.3582
D11_925.wav,D11_859.wav,1,1,0.7993
D31_842.wav,D8_881.wav,0,0,0.1409
D4_868.wav,D31_911.wav,0,0,0.2843
D31_796.wav,D6_896.wav,0,0,0.0116
D4_859.wav,D8_997.wav,0,0,0.1819
D13_927.wav,D21_925.wav,0,0,0.3394
D31_913.wav,D31_815.wav,1,1,0.7114
D6_948.wav,D6_816.wav,1,1,0.8754
D11_913.wav,D4_809.wav,0,0,0.3888
D7_975.wav,D13_754.wav,0,0,-0.0389
D6_932.wav,D6_863.wav,1,1,0.8558
D13_757.wav,D13_849.wav,1,1,0.7719
D32_814.wav,D6_805.wav,0,0,0.1019
D31_879.wav,D11_808.wav,0,0,0.3022
D4_999.wav,D4_842.wav,1,1,0.7516
D13_987.wav,D21_906.wav,0,0,0.3406
D13_809.wav,D13_848.wav,1,1,0.7963
D6_890.wav,D8_880.wav,0,0,0.2441
D21_927.wav,D8_767.wav,0,0,0.1311
D32_771.wav,D32_976.wav,1,1,0.7506
D7_881.wav,D12_799.wav,0,0,0.0390
D7_870.wav,D8_917.wav,0,0,0.3122
D7_871.wav,D13_838.wav,0,0,0.2513
D6_814.wav,D6_759.wav,1,1,0.8662
D13_857.wav,D13_887.wav,1,1,0.8785
D4_962.wav,D4_823.wav,1,1,0.8400
D31_983.wav,D31_866.wav,1,1,0.7996
D7_773.wav,D8_851.wav,0,0,0.2213
D7_855.wav,D7_926.wav,1,1,0.7155
D7_837.wav,D11_771.wav,0,0,-0.0336
D7_751.wav,D12_831.wav,0,0,0.0254
D8_797.wav,D6_812.wav,0,0,0.2470
D13_989.wav,D13_772.wav,1,1,0.6542
D13_868.wav,D13_920.wav,1,1,0.8672
D11_818.wav,D11_886.wav,1,1,0.6728
D8_934.wav,D8_889.wav,1,1,0.8088
D6_915.wav,D6_843.wav,1,1,0.8426
D7_964.wav,D7_795.wav,1,1,0.6758
D8_943.wav,D8_887.wav,1,1,0.7816
D12_863.wav,D13_820.wav,0,0,0.0350
D12_848.wav,D21_848.wav,0,0,0.1029
D7_766.wav,D13_829.wav,0,0,0.3034
D13_769.wav,D13_932.wav,1,1,0.7261
D8_875.wav,D8_773.wav,1,1,0.6149
D12_806.wav,D31_880.wav,0,0,0.0595
D7_909.wav,D7_924.wav,1,1,0.8406
D7_850.wav,D13_855.wav,0,0,0.3758
D12_812.wav,D12_973.wav,1,1,0.8162
D7_823.wav,D7_832.wav,1,1,0.8263
D21_821.wav,D8_942.wav,0,0,0.1442
D7_857.wav,D7_788.wav,1,1,0.8158
D32_924.wav,D32_987.wav,1,1,0.7642
D32_868.wav,D6_966.wav,0,0,0.2146
D7_844.wav,D7_834.wav,1,1,0.6756
D7_967.wav,D7_989.wav,1,1,0.7822
D7_760.wav,D7_761.wav,1,1,0.7999
D12_922.wav,D12_987.wav,1,1,0.8452
D32_770.wav,D32_851.wav,1,1,0.8088
D21_939.wav,D4_874.wav,0,0,0.1879
D31_969.wav,D8_815.wav,0,0,0.1512
D32_812.wav,D7_795.wav,0,0,0.2090
D11_900.wav,D11_853.wav,1,1,0.7036
D7_897.wav,D12_962.wav,0,0,-0.0989
D32_829.wav,D32_840.wav,1,1,0.8071
D12_765.wav,D12_792.wav,1,1,0.7795
D21_931.wav,D21_790.wav,1,1,0.8692
D11_922.wav,D11_917.wav,1,1,0.6893
D4_925.wav,D32_911.wav,0,0,0.1867
D8_990.wav,D8_825.wav,1,1,0.6503
D11_815.wav,D21_891.wav,0,0,0.1658
D12_892.wav,D8_822.wav,0,0,0.0840
D4_806.wav,D8_817.wav,0,0,0.2186
D21_915.wav,D21_788.wav,1,1,0.8205
D7_856.wav,D12_869.wav,0,0,0.0052
D11_794.wav,D31_839.wav,0,0,0.0681
D12_936.wav,D12_992.wav,1,1,0.8473
D7_877.wav,D7_881.wav,1,1,0.8593
D6_931.wav,D6_807.wav,1,1,0.8416
D32_787.wav,D8_845.wav,0,0,0.1536
D11_777.wav,D7_865.wav,0,0,0.0385
D21_943.wav,D13_881.wav,0,0,0.2791
D12_985.wav,D21_842.wav,0,0,0.1852
D31_994.wav,D6_792.wav,0,0,0.0408
D4_871.wav,D7_764.wav,0,1,0.5030
D4_811.wav,D4_896.wav,1,1,0.8048
D8_897.wav,D7_943.wav,0,0,0.2778
D21_838.wav,D6_919.wav,0,0,0.1671
D11_957.wav,D11_829.wav,1,1,0.5671
D7_853.wav,D4_959.wav,0,0,0.3343
D8_815.wav,D8_802.wav,1,1,0.8463
D8_755.wav,D8_851.wav,1,1,0.6982
D11_920.wav,D11_809.wav,1,1,0.8536
D13_969.wav,D13_975.wav,1,1,0.8247
D6_864.wav,D6_904.wav,1,1,0.8603
D8_844.wav,D13_790.wav,0,0,0.1128
D7_753.wav,D4_823.wav,0,0,0.3797
D32_792.wav,D7_862.wav,0,0,0.2225
D12_957.wav,D6_913.wav,0,0,0.3502
D7_815.wav,D7_933.wav,1,1,0.7169
D11_976.wav,D11_897.wav,1,1,0.6558
D6_812.wav,D11_930.wav,0,0,0.3107
D13_895.wav,D13_906.wav,1,1,0.8296
D32_900.wav,D32_995.wav,1,1,0.8727
D7_803.wav,D7_926.wav,1,1,0.7758
D13_926.wav,D13_962.wav,1,1,0.8302
D31_811.wav,D6_844.wav,0,0,0.0497
D21_851.wav,D31_996.wav,0,0,0.0760
D8_813.wav,D12_947.wav,0,0,0.0910
D32_860.wav,D32_778.wav,1,1,0.7295
D13_995.wav,D31_994.wav,0,0,0.1254
D8_977.wav,D31_880.wav,0,0,0.1437
D7_908.wav,D12_844.wav,0,0,-0.0856
D21_823.wav,D7_799.wav,0,0,0.3663
D13_851.wav,D11_911.wav,0,0,0.1361
D12_757.wav,D32_892.wav,0,0,0.0544
D32_959.wav,D13_863.wav,0,0,0.1597
D8_945.wav,D8_778.wav,1,1,0.5817
D32_991.wav,D13_884.wav,0,0,0.1321
D11_975.wav,D11_963.wav,1,1,0.7108
D21_875.wav,D21_776.wav,1,1,0.7750
D21_954.wav,D32_985.wav,0,0,0.2736
D4_757.wav,D8_938.wav,0,0,0.2778
D4_849.wav,D4_845.wav,1,1,0.8178
D21_867.wav,D12_865.wav,0,0,0.0942
D11_880.wav,D4_823.wav,0,0,0.2072
D11_814.wav,D21_810.wav,0,0,0.1994
D7_884.wav,D7_911.wav,1,1,0.6364
D31_980.wav,D31_902.wav,1,1,0.7498
D4_791.wav,D4_796.wav,1,1,0.8230
D32_785.wav,D13_934.wav,0,0,0.2079
D6_907.wav,D6_861.wav,1,1,0.8510
D13_849.wav,D12_920.wav,0,0,0.1595
D13_810.wav,D8_901.wav,0,0,0.1544
D4_774.wav,D8_868.wav,0,0,0.3020
D12_935.wav,D12_839.wav,1,1,0.8232
D7_876.wav,D13_945.wav,0,0,0.2824
D13_967.wav,D13_925.wav,1,1,0.8303
D13_882.wav,D21_794.wav,0,0,0.3040
D13_883.wav,D13_997.wav,1,1,0.8251
D21_779.wav,D6_817.wav,0,0,0.1244
D21_962.wav,D7_929.wav,0,0,0.2738
D12_822.wav,D12_761.wav,1,1,0.6374
D11_969.wav,D13_896.wav,0,0,0.2392
D21_828.wav,D21_895.wav,1,1,0.7929
D12_871.wav,D12_865.wav,1,1,0.8019
D32_783.wav,D32_847.wav,1,1,0.7361
D8_955.wav,D8_920.wav,1,1,0.7714
D8_793.wav,D7_781.wav,0,0,0.2027
D4_916.wav,D4_835.wav,1,1,0.8259
D12_830.wav,D6_843.wav,0,0,0.3066
D31_815.wav,D12_919.wav,0,0,0.1461
D6_998.wav,D6_831.wav,1,1,0.8209
D8_833.wav,D4_876.wav,0,0,0.2550
D13_754.wav,D13_773.wav,1,1,0.8601
D32_836.wav,D32_839.wav,1,1,0.8720
D6_751.wav,D4_759.wav,0,0,0.2496
D6_806.wav,D32_935.wav,0,0,0.1814
D4_995.wav,D7_923.wav,0,0,0.1183
D6_851.wav,D6_958.wav,1,1,0.8748
D12_815.wav,D13_882.wav,0,0,0.0778
D12_801.wav,D11_812.wav,0,0,0.2692
D21_938.wav,D6_801.wav,0,0,0.1729
D21_800.wav,D13_960.wav,0,0,0.3095
D32_835.wav,D6_860.wav,0,0,0.0637
D11_920.wav,D4_798.wav,0,0,0.2369
D13_924.wav,D31_814.wav,0,0,0.1809
D32_756.wav,D32_783.wav,1,1,0.6762
D32_889.wav,D6_950.wav,0,0,0.2113
D6_955.wav,D4_863.wav,0,0,0.1646
D31_792.wav,D8_759.wav,0,0,0.0176
D6_889.wav,D6_871.wav,1,1,0.8665
D4_939.wav,D4_925.wav,1,1,0.6987
D32_944.wav,D32_917.wav,1,1,0.7814
D6_933.wav,D6_948.wav,1,1,0.8462
D4_952.wav,D4_787.wav,1,1,0.8030
D13_923.wav,D13_982.wav,1,1,0.8059
D12_971.wav,D31_961.wav,0,0,0.2271
D32_756.wav,D6_795.wav,0,0,0.0725
D31_875.wav,D11_887.wav,0,0,0.1557
D12_845.wav,D12_862.wav,1,1,0.8475
D6_808.wav,D7_956.wav,0,0,0.1387
D13_839.wav,D6_934.wav,0,0,0.0993
D21_862.wav,D31_854.wav,0,0,0.0528
D32_851.wav,D8_935.wav,0,0,0.2156
D32_775.wav,D21_810.wav,0,0,0.2198
D13_975.wav,D13_847.wav,1,1,0.8348
D31_810.wav,D11_861.wav,0,0,0.1654
D8_770.wav,D4_949.wav,0,0,0.2553
D21_931.wav,D7_758.wav,0,0,0.3575
D8_858.wav,D12_784.wav,0,0,0.1804
D21_753.wav,D21_891.wav,1,1,0.6822
D8_763.wav,D31_869.wav,0,0,0.1044
D32_779.wav,D32_838.wav,1,1,0.7837
D12_795.wav,D12_900.wav,1,1,0.6354
D21_874.wav,D12_799.wav,0,0,0.2006
D7_802.wav,D13_935.wav,0,0,0.2084
D12_959.wav,D12_795.wav,1,1,0.6774
D11_915.wav,D11_838.wav,1,1,0.7580
D31_792.wav,D6_858.wav,0,0,-0.0414
D7_871.wav,D7_872.wav,1,1,0.8801
D21_820.wav,D7_957.wav,0,0,0.3561
D6_865.wav,D6_869.wav,1,1,0.8838
D7_975.wav,D7_828.wav,1,1,0.7863
D12_788.wav,D4_787.wav,0,0,0.2512
D13_776.wav,D13_928.wav,1,1,0.6788
D12_859.wav,D12_920.wav,1,1,0.8035
D31_920.wav,D31_752.wav,1,1,0.6825
D4_769.wav,D4_915.wav,1,1,0.8394
D21_770.wav,D21_903.wav,1,1,0.7537
D32_914.wav,D32_912.wav,1,1,0.8256
D7_896.wav,D6_937.wav,0,0,0.1748
D31_833.wav,D31_953.wav,1,1,0.7526
D7_876.wav,D7_902.wav,1,1,0.6827
D11_973.wav,D11_911.wav,1,1,0.7024
D13_792.wav,D13_965.wav,1,1,0.7059
D4_883.wav,D11_777.wav,0,0,0.3025
D13_917.wav,D21_785.wav,0,0,0.3272
D13_993.wav,D13_962.wav,1,1,0.8633
D11_756.wav,D11_940.wav,1,1,0.6500
D13_973.wav,D31_921.wav,0,0,0.2207
D8_960.wav,D4_935.wav,0,0,0.2502
D6_920.wav,D6_838.wav,1,1,0.8985
D32_794.wav,D32_817.wav,1,1,0.8132
D11_920.wav,D7_997.wav,0,0,0.0685
D12_786.wav,D8_975.wav,0,0,0.1336
D4_787.wav,D21_954.wav,0,0,0.2048
D21_876.wav,D21_862.wav,1,1,0.8078
D6_966.wav,D6_831.wav,1,1,0.8500
D7_782.wav,D7_774.wav,1,1,0.8952
D11_825.wav,D21_862.wav,0,0,0.1942
D21_973.wav,D8_817.wav,0,0,0.1225
D11_777.wav,D11_814.wav,1,1,0.6875
D8_894.wav,D13_992.wav,0,0,0.2287
D4_862.wav,D4_884.wav,1,1,0.8243
D6_848.wav,D6_971.wav,1,1,0.8659
D8_751.wav,D21_800.wav,0,0,0.2685
D21_982.wav,D21_818.wav,1,1,0.7448
D11_801.wav,D11_934.wav,1,1,0.7623
D7_889.wav,D7_847.wav,1,1,0.7990
D13_847.wav,D13_872.wav,1,1,0.8444
D4_830.wav,D7_801.wav,0,0,0.3315
D13_797.wav,D12_998.wav,0,0,0.1772
D4_938.wav,D6_915.wav,0,0,0.1430
D11_757.wav,D13_870.wav,0,0,0.2191
D11_934.wav,D11_831.wav,1,1,0.7112
D6_824.wav,D6_978.wav,1,1,0.8573
D12_777.wav,D12_849.wav,1,1,0.5736
D11_787.wav,D13_950.wav,0,0,0.3449
D31_782.wav,D31_951.wav,1,1,0.6673
D21_897.wav,D21_900.wav,1,1,0.8307
D12_956.wav,D8_973.wav,0,0,0.1035
D31_825.wav,D31_755.wav,1,1,0.7684
D12_816.wav,D32_992.wav,0,0,-0.0243
D21_868.wav,D21_992.wav,1,1,0.8540
D13_901.wav,D13_894.wav,1,1,0.7989
D21_774.wav,D7_775.wav,0,0,0.3196
D6_779.wav,D4_979.wav,0,0,0.1214
D32_892.wav,D32_765.wav,1,1,0.7555
D13_782.wav,D13_871.wav,1,1,0.7718
D6_756.wav,D21_952.wav,0,0,0.2592
D32_860.wav,D32_794.wav,1,1,0.8080
D11_808.wav,D11_786.wav,1,1,0.8172
D8_968.wav,D21_887.wav,0,0,0.0785
D6_907.wav,D6_857.wav,1,1,0.8336
D6_866.wav,D12_831.wav,0,0,0.3785
D12_769.wav,D7_935.wav,0,0,-0.0357
D6_936.wav,D6_858.wav,1,1,0.8675
D7_815.wav,D11_794.wav,0,0,0.2173
D6_868.wav,D6_928.wav,1,1,0.8176
D4_797.wav,D32_864.wav,0,0,0.2052
D4_928.wav,D4_919.wav,1,1,0.8813
D7_962.wav,D7_880.wav,1,1,0.7034
D8_864.wav,D8_903.wav,1,1,0.7819
D12_943.wav,D21_917.wav,0,0,0.2122
D12_819.wav,D12_881.wav,1,1,0.7808
D12_786.wav,D6_834.wav,0,0,0.3294
D31_783.wav,D31_773.wav,1,1,0.8012
D32_881.wav,D11_993.wav,0,0,0.2108
D7_919.wav,D21_794.wav,0,0,0.1653
D13_810.wav,D11_880.wav,0,0,0.2307
D31_998.wav,D31_755.wav,1,1,0.6645
D13_756.wav,D13_761.wav,1,1,0.8677
D4_933.wav,D32_858.wav,0,0,0.2780
D13_978.wav,D13_942.wav,1,1,0.7959
D11_889.wav,D32_894.wav,0,0,0.1421
D11_947.wav,D7_940.wav,0,0,0.1622
D21_872.wav,D21_779.wav,1,1,0.8174
D21_903.wav,D7_903.wav,0,0,0.1687
D12_904.wav,D12_760.wav,1,1,0.5746
D4_791.wav,D4_819.wav,1,1,0.8118
D11_778.wav,D11_826.wav,1,1,0.7024
D7_925.wav,D8_857.wav,0,0,0.2261
D11_853.wav,D11_819.wav,1,1,0.7615
D11_843.wav,D31_955.wav,0,0,0.2034
D12_802.wav,D12_927.wav,1,1,0.6800
D13_932.wav,D13_875.wav,1,1,0.8794
D31_982.wav,D8_857.wav,0,0,0.2499
D6_827.wav,D11_907.wav,0,0,0.3463
D6_903.wav,D31_814.wav,0,0,-0.0027
D11_946.wav,D11_792.wav,1,1,0.5822
D12_797.wav,D12_767.wav,1,1,0.8138
D11_827.wav,D11_966.wav,1,1,0.5070
D4_811.wav,D8_908.wav,0,0,0.1994
D4_797.wav,D13_913.wav,0,0,0.1179
D21_831.wav,D32_917.wav,0,0,0.2914
D4_902.wav,D4_887.wav,1,1,0.8588
D6_917.wav,D31_998.wav,0,0,0.0985
D8_888.wav,D8_765.wav,1,1,0.6484
D13_883.wav,D13_874.wav,1,1,0.8622
D32_908.wav,D32_762.wav,1,1,0.6897
D12_996.wav,D13_947.wav,0,0,0.1603
D21_999.wav,D21_763.wav,1,1,0.8190
D13_894.wav,D13_950.wav,1,1,0.7441
D7_995.wav,D31_912.wav,0,0,0.2126
D7_854.wav,D6_925.wav,0,0,0.2171
D32_819.wav,D32_805.wav,1,1,0.8425
D6_810.wav,D32_750.wav,0,0,0.0212
D11_965.wav,D11_753.wav,1,1,0.5729
D4_835.wav,D31_819.wav,0,0,0.3309
D11_875.wav,D11_874.wav,1,1,0.8169
D11_993.wav,D21_908.wav,0,0,0.1403
D6_863.wav,D6_839.wav,1,1,0.8905
D13_805.wav,D11_959.wav,0,0,0.0679
D4_893.wav,D21_907.wav,0,0,0.1099
D21_769.wav,D21_790.wav,1,1,0.8629
D8_954.wav,D32_822.wav,0,0,0.1550
D11_888.wav,D11_943.wav,1,1,0.8122
D12_828.wav,D6_896.wav,0,0,0.3577
D4_921.wav,D32_918.wav,0,0,0.2036
D6_767.wav,D32_826.wav,0,0,0.0938
D7_828.wav,D12_756.wav,0,0,0.0499
D11_817.wav,D31_959.wav,0,0,0.2479
D7_765.wav,D7_982.wav,1,1,0.7687
D8_851.wav,D11_775.wav,0,0,0.2124
D11_775.wav,D8_910.wav,0,0,0.2215
D4_839.wav,D4_829.wav,1,1,0.7046
D4_753.wav,D32_792.wav,0,0,0.1925
D7_897.wav,D13_877.wav,0,0,0.0388
D11_861.wav,D11_841.wav,1,1,0.7068
D8_812.wav,D8_939.wav,1,1,0.6185
D13_760.wav,D13_838.wav,1,1,0.8102
D8_875.wav,D31_796.wav,0,0,0.1525
D32_949.wav,D32_793.wav,1,1,0.7953
D7_843.wav,D7_943.wav,1,1,0.7512
D11_848.wav,D11_820.wav,1,1,0.7890
D13_985.wav,D6_874.wav,0,0,0.0475
D6_808.wav,D12_850.wav,0,0,0.3439
D32_757.wav,D32_773.wav,1,1,0.7362
D6_999.wav,D4_784.wav,0,0,0.2117
D11_967.wav,D21_866.wav,0,0,0.0363
D31_823.wav,D7_754.wav,0,0,0.1744
D6_874.wav,D4_881.wav,0,0,0.2131
D31_982.wav,D31_929.wav,1,1,0.7552
D12_803.wav,D12_926.wav,1,1,0.7267
D12_894.wav,D12_921.wav,1,1,0.8205
D11_944.wav,D32_963.wav,0,0,0.1006
D6_999.wav,D6_852.wav,1,1,0.8117
D13_969.wav,D6_896.wav,0,0,0.0592
D6_923.wav,D6_950.wav,1,1,0.8933
D6_755.wav,D21_926.wav,0,0,0.1980
D32_985.wav,D32_934.wav,1,1,0.8193
D32_921.wav,D32_956.wav,1,1,0.8533
D6_938.wav,D12_969.wav,0,0,0.3072
D11_860.wav,D7_808.wav,0,0,0.1669
D11_821.wav,D6_803.wav,0,0,0.3131
D32_909.wav,D32_832.wav,1,1,0.8017
D7_927.wav,D7_817.wav,1,1,0.7663
D8_850.wav,D8_885.wav,1,1,0.7004
D12_779.wav,D12_979.wav,1,1,0.6722
D13_926.wav,D11_951.wav,0,0,0.1735
D31_795.wav,D13_936.wav,0,0,0.1838
D12_837.wav,D12_952.wav,1,1,0.7589
D8_788.wav,D7_838.wav,0,0,0.1797
D6_785.wav,D21_759.wav,0,0,0.2782
D13_789.wav,D12_777.wav,0,0,0.1919
D32_774.wav,D32_830.wav,1,1,0.7945
D6_979.wav,D31_845.wav,0,0,0.0187
D21_760.wav,D21_977.wav,1,1,0.6978
D21_836.wav,D4_957.wav,0,0,0.2086
D4_943.wav,D12_860.wav,0,0,0.0234
D4_845.wav,D7_877.wav,0,0,0.2592
D21_833.wav,D8_861.wav,0,0,0.2149
D31_900.wav,D31_940.wav,1,1,0.8255
D13_826.wav,D12_877.wav,0,0,0.0143
D11_872.wav,D12_778.wav,0,0,0.3032
D21_826.wav,D6_770.wav,0,0,0.1052
D21_837.wav,D12_798.wav,0,0,0.1375
D8_763.wav,D8_818.wav,1,1,0.6907
D11_901.wav,D7_918.wav,0,0,0.1349
D7_772.wav,D21_827.wav,0,0,0.2804
D31_786.wav,D4_908.wav,0,0,0.2739
D4_823.wav,D7_932.wav,0,0,0.2488
D8_929.wav,D8_766.wav,1,1,0.6659
D8_929.wav,D11_968.wav,0,0,0.1743
D31_978.wav,D12_898.wav,0,0,0.2716
D11_959.wav,D32_865.wav,0,0,0.0142
D6_995.wav,D6_779.wav,1,1,0.8175
D13_899.wav,D13_992.wav,1,1,0.8240
D31_945.wav,D31_891.wav,1,1,0.7883
D21_803.wav,D21_910.wav,1,1,0.8319
D7_858.wav,D4_915.wav,0,0,0.2575
D6_814.wav,D31_893.wav,0,0,0.0562
D31_960.wav,D31_866.wav,1,1,0.8169
D8_868.wav,D4_947.wav,0,0,0.2346
D32_853.wav,D32_755.wav,1,1,0.6314
D12_827.wav,D7_837.wav,0,0,-0.0610
D4_764.wav,D4_844.wav,1,1,0.7490
D8_774.wav,D13_759.wav,0,0,0.1618
D8_870.wav,D8_758.wav,1,1,0.6941
D12_776.wav,D12_842.wav,1,1,0.6128
D21_900.wav,D21_859.wav,1,1,0.8405
D4_947.wav,D4_898.wav,1,1,0.6884
D8_965.wav,D11_940.wav,0,0,0.2279
D7_989.wav,D7_953.wav,1,1,0.7639
D8_811.wav,D8_891.wav,1,1,0.6627
D6_812.wav,D31_919.wav,0,0,0.0176
D7_898.wav,D11_796.wav,0,0,0.1571
D12_769.wav,D31_991.wav,0,0,0.0833
D21_986.wav,D21_817.wav,1,1,0.8698
D13_903.wav,D13_956.wav,1,1,0.8058
D32_824.wav,D11_825.wav,0,0,0.1938
D21_891.wav,D21_824.wav,1,1,0.8040
D8_941.wav,D8_905.wav,1,1,0.7030
